Partner Name,Year,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
Cuba,2007,8621990.9,3633790.09,100.0,100,,,,7.23,12.36,13576.0,43.07,42.72,1.85,12.36,754.3,0.0,734513.0,2553289.32,165722.04,10.06,15.76,398965.0,70.54,23.94,25.82,136.42,3000.0,0.0,2310309.65,2719011.37,0.0
Christmas Island,2007,35261.0,29979.27,100.0,100,,,,3.67,2.61,959.0,24.61,74.66,0.0,0.73,40.0,0.0,0.0,7634.27,24597.08,8.0,4.7,74253.0,70.74,27.77,18.25,97.5,2490.48,0.0,6833.16,32231.36,0.0
Cayman Islands,2007,3351738.29,333639.83,100.0,100,,,,7.47,1.04,3874.0,39.62,59.63,0.39,0.36,274.5,0.0,288.3,95877.56,225758.21,10.77,6.84,233781.0,71.55,22.45,68.53,293.24,3000.0,0.0,97404.77,321635.77,0.0
Cyprus,2007,18026695.61,3919590.94,100.0,100,1.0,11.43,11.43,7.77,6.79,15169.0,56.95,39.57,0.18,3.3,3000.0,0.0,11017.49,1209266.2,66280.12,10.33,7.38,643291.0,69.93,23.17,36.67,255.88,3000.0,0.0,776295.0,1275546.32,0.0
Czech Republic,2007,109894283.87,108986573.45,100.0,100,1.0,11.82,11.82,5.64,5.74,114676.0,55.41,42.26,0.29,2.04,3000.0,0.0,2165072.77,16825796.95,123763.81,8.8,8.44,1138853.0,70.26,25.33,6.9,36.94,3000.0,0.0,6773919.05,16949560.76,0.0
Germany,2007,972716168.08,1251553856.64,100.0,100,1.0,7.18,7.18,7.53,7.6,416201.0,60.45,37.19,0.39,1.97,3000.0,0.0,117369230.76,437431510.96,52195.67,9.02,7.95,1365969.0,69.66,25.36,2.21,14.13,3000.0,0.0,194015352.38,437483706.63,0.0
Djibouti,2007,1961513.06,208341.84,100.0,100,,,,2.98,0.57,3430.0,12.27,87.2,0.06,0.47,227.63,0.0,11.62,63457.66,158429.61,9.36,16.41,169146.0,70.38,24.91,19.5,213.21,2490.48,0.0,69298.4,221887.26,0.0
Dominica,2007,346568.54,92835.86,100.0,100,1.0,8.3,8.3,4.0,4.73,6927.0,27.07,67.48,0.79,4.66,913.91,0.0,1016.24,87579.14,24038.17,10.71,13.37,333765.0,70.82,22.33,41.92,288.12,3000.0,0.0,50579.46,111617.32,0.0
Denmark,2007,92814238.24,93823016.13,100.0,100,1.0,7.59,7.59,7.89,9.21,149368.0,54.74,42.16,0.41,2.68,3000.0,0.0,5464661.51,28391410.19,215995.3,9.2,8.82,1263246.0,70.12,24.92,5.9,35.99,3000.0,0.0,11244103.33,28607405.49,0.0
Dominican Republic,2007,13994984.05,6604247.2,100.0,100,1.0,1.78,1.78,5.74,5.97,37542.0,32.79,60.98,0.6,5.63,1155.19,0.0,587401.32,7647481.58,421828.5,10.04,11.4,790609.0,70.81,23.22,18.13,107.64,3000.0,0.0,2564541.62,8069310.08,0.0
Algeria,2007,44167673.56,61136097.38,100.0,100,1.0,13.48,13.48,7.83,0.69,13854.0,19.42,69.71,1.49,9.38,3000.0,0.0,50802790.95,66611961.18,8035535.5,9.74,3.05,462194.0,68.93,23.49,34.93,217.94,3000.0,0.0,51423168.55,74647496.67,0.0
Ecuador,2007,12404212.11,16091448.13,100.0,100,1.0,5.82,5.82,3.7,5.3,48726.0,24.9,67.76,0.99,6.35,1155.19,0.0,4984098.91,18024775.74,453514.07,9.97,11.27,843163.0,71.61,23.08,13.38,78.46,3000.0,0.0,16405934.85,18478289.8,0.0
"Egypt, Arab Rep.",2007,55541224.68,25257785.99,100.0,100,1.0,14.52,14.52,3.25,3.21,102425.0,25.31,66.68,0.67,7.34,3000.0,0.0,8257705.75,30717362.29,2049574.48,9.59,7.59,1105787.0,70.46,24.2,7.67,49.95,3000.0,0.0,14588485.01,32766936.77,0.0
Eritrea,2007,431239.36,74618.7,100.0,100,,,,5.34,0.8,2203.0,20.47,77.98,0.05,1.5,227.63,0.0,0.28,12349.72,116061.55,9.03,3.46,143387.0,70.16,26.28,51.93,179.75,3000.0,0.0,7476.68,128411.27,0.0
Western Sahara,2007,842.14,5430.1,100.0,100,,,,6.7,6.3,176.0,70.45,29.55,0.0,0.0,20.0,0.0,0.0,1774.39,373.45,9.58,5.63,17425.0,73.45,25.42,23.3,88.64,789.04,0.0,691.56,2147.83,0.0
Spain,2007,369189681.21,247080740.85,100.0,100,1.0,8.9,8.9,7.66,7.45,268138.0,61.28,36.2,0.36,2.16,3000.0,0.0,14944735.92,63170717.93,255305.21,9.08,8.71,1341417.0,69.84,25.22,3.39,21.29,3000.0,0.0,31765422.45,63426023.14,0.0
Estonia,2007,16444663.2,9906422.24,100.0,100,1.0,6.62,6.62,6.18,4.48,21704.0,51.65,44.08,0.41,3.86,2490.48,0.0,391712.29,2017120.15,272098.74,9.37,7.8,701325.0,72.29,23.92,24.14,98.37,3000.0,0.0,966930.48,2289218.89,0.0
Ethiopia(excludes Eritrea),2007,4162860.48,1256676.33,100.0,100,1.0,4.5,4.5,5.99,6.18,9742.0,21.76,76.82,0.13,1.28,712.85,0.0,18348.62,1359287.76,205426.55,11.28,16.02,332516.0,70.33,22.45,32.3,214.18,3000.0,0.0,1079775.14,1564714.32,0.0
Finland,2007,88258087.89,91548475.8,100.0,100,1.0,8.4,8.4,6.83,4.85,98342.0,54.45,43.03,0.44,2.09,3000.0,0.0,4165068.61,35841060.08,611068.82,8.9,5.71,1074978.0,70.5,25.21,7.53,39.36,3000.0,0.0,11854933.73,36452128.91,0.0
Fiji,2007,1432033.73,674415.96,100.0,100,1.0,-0.67,-0.67,6.05,23.95,8678.0,25.01,69.73,0.3,4.97,754.3,0.0,12748.41,615285.26,93627.45,11.07,24.59,457604.0,72.91,21.11,47.7,267.5,3000.0,0.0,543132.5,708912.71,0.0
Falkland Island,2007,181197.29,181644.09,100.0,100,,,,5.4,2.44,1524.0,12.14,86.88,0.0,0.98,42.31,0.0,0.0,300010.6,22213.26,9.88,10.14,49937.0,71.57,25.63,15.22,76.44,3000.0,0.0,299750.84,322223.86,0.0
France,2007,628656382.19,573830777.17,100.0,100,1.0,7.41,7.41,8.01,7.65,352154.0,62.02,35.28,0.43,2.28,3000.0,0.0,38724270.28,183754211.26,78561.26,9.14,7.8,1365266.0,69.69,25.27,2.61,16.96,3000.0,0.0,73486170.84,183832772.52,0.0
Free Zones,2007,4385711.73,2884865.4,100.0,100,,,,11.33,14.18,20063.0,74.17,19.22,1.12,5.48,287.22,0.0,147936.25,3142539.9,147627.58,9.88,11.45,783600.0,71.62,23.22,30.25,171.18,3000.0,0.0,1873547.52,3290167.47,0.0
Faeroe Islands,2007,1517721.32,794395.45,100.0,100,1.0,13.88,13.88,2.45,5.36,9938.0,26.91,67.91,0.51,4.67,213.69,0.0,622.04,1115259.9,136236.47,9.3,10.69,266615.0,71.15,24.23,16.25,107.84,3000.0,0.0,531382.26,1251496.38,0.0
"Micronesia, Fed. Sts.",2007,87092.39,24586.67,100.0,100,1.0,2.76,2.76,8.7,2.9,944.0,55.83,41.21,0.21,2.75,50.76,0.0,331.74,19070.16,5677.32,9.5,9.64,82712.0,73.73,23.26,35.06,229.24,2490.48,0.0,16205.58,24747.48,0.0
Gabon,2007,3739413.87,6361456.05,100.0,100,1.0,10.58,10.58,6.54,0.97,8454.0,14.14,80.85,0.34,4.67,3000.0,0.0,761.03,7333934.65,131781.55,8.62,3.92,326547.0,69.9,26.03,22.43,134.8,3000.0,0.0,6419271.31,7465716.2,0.0
United Kingdom,2007,633758628.52,468967731.49,100.0,100,1.0,5.16,5.16,8.04,6.97,330968.0,60.73,37.21,0.41,1.65,3000.0,0.0,43425170.4,168792009.8,94856.23,9.07,7.2,1361367.0,69.69,25.33,2.79,17.69,3000.0,0.0,74445947.33,168886866.03,0.0
Georgia,2007,6319133.93,1728083.03,100.0,100,1.0,19.12,19.12,3.96,1.57,23746.0,26.11,61.85,0.9,11.14,818.3,0.0,593569.45,1552153.78,867261.37,8.74,6.4,581119.0,69.3,25.29,18.62,113.67,3000.0,0.0,1281847.37,2419415.15,0.0
Ghana,2007,10569796.56,3906831.74,100.0,100,1.0,16.87,16.87,9.31,2.98,21947.0,31.06,63.88,0.71,4.36,1155.19,0.0,5041.58,5131325.7,157182.26,10.07,9.05,688181.0,71.24,23.19,26.71,147.84,3000.0,0.0,1191898.34,5288507.96,0.0
Gibraltar,2007,11313176.43,289995.77,100.0,100,,,,3.6,0.75,6468.0,25.57,73.75,0.09,0.59,254.12,0.0,46117.25,146474.13,262213.33,8.56,7.67,243170.0,71.71,26.95,13.47,36.87,3000.0,0.0,126847.49,408687.46,0.0
Guinea,2007,2473549.94,2407031.85,100.0,100,1.0,9.75,9.75,7.22,0.8,5769.0,26.33,73.01,0.49,0.17,274.5,0.0,74.43,1683713.16,502416.2,9.79,4.78,291709.0,71.88,24.65,50.56,124.89,3000.0,0.0,418701.61,2186129.36,0.0
"Gambia, The",2007,930193.59,49683.92,100.0,100,1.0,11.85,11.85,7.02,11.18,4018.0,22.47,76.93,0.02,0.57,100.0,0.0,0.46,32882.07,36914.04,9.77,11.47,202580.0,72.66,24.01,47.88,119.86,3000.0,0.0,27857.02,69796.11,0.0
Guinea-Bissau,2007,295660.04,84979.66,100.0,100,,,,8.71,7.18,833.0,24.73,75.15,0.12,0.0,50.0,0.0,0.65,100582.77,4660.39,11.0,13.1,66596.0,72.45,23.5,35.53,287.64,3000.0,0.0,15324.56,105243.16,0.0
Equatorial Guinea,2007,2028466.37,9475068.53,100.0,100,,,,2.45,0.32,2690.0,11.52,88.44,0.04,0.0,58.5,0.0,13.46,11379608.16,992414.21,7.7,2.76,155265.0,67.28,28.26,39.14,218.22,2490.48,0.0,11773961.1,12372022.38,0.0
Greece,2007,71092168.08,23584381.52,100.0,100,1.0,9.27,9.27,6.04,6.8,76134.0,59.6,36.89,0.41,3.1,3000.0,0.0,2034980.07,7215813.16,373550.13,9.49,9.04,1143818.0,70.62,24.2,10.65,67.27,3000.0,0.0,4157548.52,7589363.3,0.0
Grenada,2007,341601.59,57012.28,100.0,100,1.0,10.52,10.52,2.34,0.81,3071.0,13.94,83.1,0.29,2.67,46.15,0.0,32.64,15265.13,45979.49,10.56,10.34,193692.0,69.94,22.6,84.86,385.38,3000.0,0.0,38602.16,61244.63,0.0
Greenland,2007,1416124.5,661482.55,100.0,100,1.0,6.45,6.45,1.25,1.63,6293.0,7.23,91.07,0.02,1.68,40.0,0.0,0.06,964546.66,136078.92,9.25,13.18,195155.0,70.97,25.57,12.17,95.09,3000.0,0.0,696956.2,1100625.59,0.0
Guatemala,2007,12072904.66,7077410.08,100.0,100,1.0,19.15,19.15,2.12,7.0,38737.0,22.15,74.84,0.52,2.48,1155.19,0.0,1093834.22,6705466.02,873979.85,9.54,16.38,1037838.0,70.54,24.22,20.12,120.17,3000.0,0.0,5212132.5,7579445.87,0.0
Guam,2007,1053422.54,134420.2,100.0,100,,,,5.08,1.81,3144.0,45.29,52.61,0.35,1.75,754.3,0.0,39561.19,64411.05,12806.99,10.33,7.67,191076.0,74.79,21.45,57.6,170.96,3000.0,0.0,53344.89,77218.04,0.0
Guyana,2007,945396.87,811291.3,100.0,100,1.0,7.34,7.34,2.11,15.7,6689.0,12.41,80.57,1.45,5.58,350.0,0.0,28697.9,821970.61,265441.99,11.81,18.84,366180.0,70.14,21.63,62.89,387.41,3000.0,0.0,656152.64,1087412.6,0.0
"Hong Kong, China",2007,440595945.16,77119139.66,100.0,100,1.0,4.99,4.99,7.07,6.4,294722.0,71.11,26.7,0.6,1.58,2490.48,0.0,13402955.27,91538238.75,358913.3,8.98,8.12,1295302.0,70.3,25.08,2.89,17.43,3000.0,0.0,28614009.32,91897152.05,0.0
Heard Island and McDonald Isla,2007,11174.93,2008.26,100.0,100,,,,12.54,9.75,332.0,71.69,28.31,0.0,0.0,35.0,0.0,0.0,2937.03,150.8,9.49,4.91,38347.0,73.13,24.06,169.58,155.42,549.78,0.0,440.84,3087.83,0.0
Honduras,2007,8964797.64,6084860.31,100.0,100,1.0,15.2,15.2,1.92,5.49,25577.0,17.96,78.8,0.46,2.78,669.36,0.0,915446.56,5859521.09,793041.54,10.06,15.93,808602.0,71.27,22.85,25.0,160.96,3000.0,0.0,3818634.39,6652562.62,0.0
Croatia,2007,23823932.01,10612419.22,100.0,100,1.0,9.6,9.6,2.21,4.03,38681.0,28.01,67.82,0.25,3.92,2490.48,0.0,528960.94,3182734.82,703657.64,9.54,9.67,1049792.0,70.51,24.28,20.12,121.22,3000.0,0.0,2039117.86,3886392.46,0.0
Haiti,2007,2286402.26,671278.15,100.0,100,,,,3.72,6.04,5247.0,23.98,74.19,0.04,1.79,274.5,0.0,337.65,652224.67,44800.61,11.15,16.32,284836.0,73.86,21.09,60.38,213.68,3000.0,0.0,246520.6,697025.28,0.0
Hungary,2007,89592431.83,89737014.49,100.0,100,1.0,10.89,10.89,6.0,5.85,90071.0,55.46,40.81,0.36,3.37,2490.48,0.0,2579093.99,18509759.31,88717.14,9.29,7.16,1086227.0,69.93,24.9,8.41,54.0,3000.0,0.0,6505415.58,18598476.45,0.0
Indonesia,2007,106656900.6,144077292.19,100.0,100,1.0,10.43,10.43,5.19,5.18,223889.0,55.04,42.32,0.7,1.94,3000.0,0.0,33687572.55,158942929.12,2705566.9,9.15,7.3,1254881.0,70.43,24.85,3.87,22.61,3000.0,0.0,61099498.97,161648496.02,0.0
India,2007,234160079.79,163077095.81,100.0,100,1.0,10.76,10.76,6.98,6.79,404191.0,68.02,28.8,0.56,2.62,3000.0,0.0,48074380.78,204065885.27,161982.78,9.04,9.25,1357433.0,69.7,25.36,2.26,14.32,3000.0,0.0,80576270.01,204227868.06,0.0
British Indian Ocean Ter.,2007,38974.04,4393.24,100.0,100,,,,8.09,5.98,733.0,34.65,65.21,0.0,0.14,40.0,0.0,0.0,1973.28,1672.67,9.66,9.11,74858.0,72.85,22.29,62.62,433.42,3000.0,0.0,1997.53,3645.95,0.0
Ireland,2007,92263654.92,163893647.91,100.0,100,1.0,50.16,50.16,6.25,5.45,74530.0,53.7,43.92,0.41,1.98,3000.0,0.0,8749820.44,58991245.3,401472.84,9.17,5.61,971505.0,70.54,24.75,10.19,51.23,3000.0,0.0,21785575.69,59392718.14,0.0
"Iran, Islamic Rep.",2007,64803945.3,79565070.23,100.0,100,,,,5.99,2.14,63054.0,50.35,42.86,1.17,5.62,754.3,0.0,3999980.49,95878592.21,366213.06,9.5,3.13,994682.0,69.59,24.74,12.02,77.38,3000.0,0.0,88463917.62,96244805.26,0.0
Iraq,2007,15699614.81,36753754.58,100.0,100,,,,5.4,0.97,4151.0,28.35,68.97,1.54,1.13,274.5,0.0,45820530.29,45963320.26,54172.02,9.61,2.52,230325.0,68.67,24.05,66.8,337.46,3000.0,0.0,45831638.21,46017492.27,0.0
Iceland,2007,10516433.05,4123195.9,100.0,100,1.0,5.67,5.67,3.52,2.48,43848.0,24.3,69.48,1.2,5.02,754.3,0.0,45479.2,5736023.95,1307817.45,9.43,8.12,688101.0,70.89,24.0,12.57,67.64,3000.0,0.0,2284682.6,7043841.4,0.0
Israel,2007,73315305.88,55747162.89,100.0,100,1.0,8.8,8.8,3.92,2.97,193972.0,26.06,66.89,0.98,6.07,2490.48,0.0,8317821.57,67087706.47,1894560.95,9.06,7.34,1153694.0,70.11,24.84,4.22,25.81,3000.0,0.0,18292357.47,68982267.42,0.0
Italy,2007,488438425.64,468578915.63,100.0,100,1.0,7.52,7.52,7.57,7.53,363401.0,61.55,35.85,0.39,2.2,3000.0,0.0,32658748.52,175661286.27,67412.53,9.08,8.14,1360618.0,69.72,25.26,2.51,16.31,3000.0,0.0,70905984.46,175728698.8,0.0
Jamaica,2007,5481159.08,2376029.42,100.0,100,1.0,15.69,15.69,3.7,5.96,16818.0,18.0,73.4,0.92,7.68,3000.0,0.0,110431.45,2817534.8,242374.09,10.48,14.02,532037.0,70.89,22.82,31.51,167.45,3000.0,0.0,772899.16,3059908.89,0.0
Jordan,2007,15653911.83,4509722.43,100.0,100,1.0,8.72,8.72,2.79,3.73,33914.0,18.08,78.7,0.23,2.99,3000.0,0.0,58119.22,4049705.47,463901.5,9.93,9.59,800389.0,70.4,23.62,19.05,122.25,3000.0,0.0,1465368.07,4513606.97,0.0
Japan,2007,579276942.25,787596892.23,100.0,100,1.0,3.66,3.66,7.22,7.72,449549.0,68.83,27.92,0.63,2.62,3000.0,0.0,256806915.1,901091007.07,1408107.39,8.95,8.26,1353654.0,69.85,25.34,2.03,12.47,3000.0,0.0,409583358.97,902499114.46,0.0
Kazakhstan,2007,42023433.1,37674630.73,100.0,100,1.0,17.54,17.54,2.21,0.77,23053.0,24.94,72.26,0.7,2.1,200.74,0.0,37538771.48,55322159.44,2962367.03,8.85,3.52,641258.0,68.74,26.01,22.01,124.06,3000.0,0.0,41659965.46,58284526.47,0.0
Kenya,2007,10199427.21,3680746.02,100.0,100,1.0,11.48,11.48,3.66,9.39,35854.0,25.26,69.84,0.64,4.26,3000.0,0.0,1399463.14,4764959.9,332081.55,9.66,15.44,1039762.0,70.44,23.98,22.18,139.61,3000.0,0.0,3389580.88,5097041.45,0.0
Kyrgyz Republic,2007,6106579.78,779877.27,100.0,100,1.0,18.6,18.6,3.58,3.43,6565.0,34.41,60.0,1.52,4.07,611.5,0.0,37944.83,431476.67,226163.88,9.85,10.28,341389.0,68.76,24.75,48.59,288.71,3000.0,0.0,318898.39,657640.55,0.0
Cambodia,2007,6144958.55,4682626.02,100.0,100,1.0,9.05,9.05,6.55,6.98,21433.0,31.62,65.36,0.39,2.64,887.4,0.0,403563.42,5680938.13,102866.86,10.74,16.06,441371.0,74.72,21.17,13.75,70.99,3000.0,0.0,3476342.55,5783805.0,0.0
Kiribati,2007,75980.61,11612.33,100.0,100,1.0,6.29,6.29,3.69,2.55,1010.0,20.59,79.31,0.0,0.1,45.0,0.0,0.0,7114.3,4519.94,9.27,11.37,60702.0,67.61,25.07,44.65,395.74,3000.0,0.0,6854.18,11634.24,0.0
St. Kitts and Nevis,2007,328030.72,76567.25,100.0,100,1.0,4.34,4.34,2.14,0.86,3038.0,14.75,82.98,0.43,1.84,76.88,0.0,392.94,47509.05,31886.99,10.16,5.83,194221.0,75.06,21.85,63.96,133.61,3000.0,0.0,27704.68,79396.05,0.0
"Korea, Rep.",2007,313378828.86,389065465.04,100.0,100,1.0,7.4,7.4,6.98,5.64,355659.0,70.0,27.95,0.53,1.52,3000.0,0.0,123943581.69,445951569.65,867219.04,8.87,6.79,1312354.0,70.15,25.28,2.47,14.37,3000.0,0.0,197600385.01,446818788.69,0.0
Kuwait,2007,25927971.87,58868103.27,100.0,100,1.0,11.32,11.32,4.06,2.1,24534.0,31.0,67.49,0.73,0.77,754.3,0.0,61446897.58,66123003.08,421907.12,10.02,3.52,708695.0,71.66,22.77,23.99,136.97,3000.0,0.0,62893050.84,66544910.2,0.0
Lao PDR,2007,1964584.27,1168158.48,100.0,100,,,,7.26,2.99,10390.0,28.33,67.37,0.51,3.78,346.75,0.0,57272.44,1243307.64,112112.46,11.07,8.87,345114.0,72.09,22.01,23.07,172.96,3000.0,0.0,529497.77,1355420.1,0.0
Lebanon,2007,14887550.25,2974964.52,100.0,100,1.0,12.14,12.14,5.49,3.38,60615.0,24.53,69.42,0.45,5.6,3000.0,0.0,138226.14,2471953.51,382654.54,10.15,9.43,958737.0,71.04,22.92,12.86,82.75,3000.0,0.0,803697.01,2854608.05,0.0
Liberia,2007,8904150.73,1052014.89,100.0,100,,,,8.51,2.33,2839.0,35.96,62.98,0.99,0.07,160.0,0.0,152.47,1439747.22,57255.37,9.86,4.04,205927.0,68.81,24.3,85.52,414.34,3000.0,0.0,13806.9,1497002.59,0.0
Libya,2007,18035067.12,48774746.99,100.0,100,1.0,,,6.08,0.35,7313.0,28.7,66.8,0.34,4.16,1155.19,0.0,75829774.99,77667973.48,2204632.2,8.97,2.82,267402.0,68.88,26.75,27.43,132.28,3000.0,0.0,77701502.93,79872605.69,0.0
St. Lucia,2007,3211563.59,1885317.77,100.0,100,1.0,1.8,1.8,2.26,3.36,4559.0,16.25,81.16,0.09,2.5,100.0,0.0,7.68,116997.68,110527.52,10.69,11.21,262054.0,71.78,21.78,69.03,301.14,3000.0,0.0,186153.14,227525.19,0.0
Sri Lanka,2007,11686447.72,8311849.43,100.0,100,1.0,7.94,7.94,5.78,7.47,66611.0,32.48,60.91,1.16,5.44,3000.0,0.0,1208311.09,11390330.95,96878.28,10.2,14.27,838512.0,72.45,22.02,10.15,59.39,3000.0,0.0,4602272.0,11487209.23,0.0
Lesotho,2007,290773.4,755804.4,100.0,100,,,,5.47,3.1,1192.0,24.83,74.41,0.0,0.76,60.0,0.0,0.0,434699.97,390167.75,12.85,12.94,73845.0,72.7,17.59,67.79,533.81,789.04,0.0,283352.93,824867.72,0.0
Lithuania,2007,22301325.57,13603859.0,100.0,100,1.0,12.29,12.29,6.11,6.0,31020.0,52.46,42.47,0.56,4.51,682.96,0.0,1019061.69,3579951.96,287321.81,9.75,9.83,840389.0,71.99,23.37,22.2,103.38,3000.0,0.0,1903636.45,3867273.78,0.0
Luxembourg,2007,25813677.08,21451592.81,100.0,100,1.0,6.53,6.53,5.39,3.62,24229.0,48.54,48.76,0.26,2.44,3000.0,0.0,77329.25,2321545.25,570091.77,8.82,5.32,674661.0,69.92,24.98,19.91,121.92,3000.0,0.0,883850.73,2891637.01,0.0
Latvia,2007,18422604.49,9254750.6,100.0,100,1.0,15.22,15.22,6.82,5.05,21125.0,54.35,39.8,0.69,5.16,682.96,0.0,941375.68,2422702.12,67527.37,9.73,6.72,700755.0,71.97,23.35,26.43,128.91,3000.0,0.0,1562417.01,2490229.49,0.0
Macao,2007,6598247.62,2846262.71,100.0,100,1.0,8.95,8.95,3.99,9.84,30176.0,52.07,43.68,0.52,3.72,913.91,0.0,401231.05,4044131.93,200590.62,10.33,14.51,600507.0,73.4,21.36,16.61,87.58,3000.0,0.0,2421420.39,4244722.55,0.0
Morocco,2007,44253877.22,17792061.26,100.0,100,1.0,15.42,15.42,5.29,5.54,80065.0,23.29,67.43,0.77,8.51,3000.0,0.0,1703841.03,28609732.89,1354462.51,9.87,11.7,938158.0,71.9,22.74,8.88,53.86,3000.0,0.0,13757304.8,29964195.4,0.0
Moldova,2007,6112688.78,2011094.5,100.0,100,1.0,17.05,17.05,1.89,2.78,30008.0,10.71,77.16,1.57,10.56,265.0,0.0,191927.56,2427160.45,507887.18,10.38,11.18,571421.0,71.74,22.48,16.02,93.88,3000.0,0.0,1867848.7,2935047.63,0.0
Madagascar,2007,2510234.1,1360262.91,100.0,100,1.0,19.21,19.21,4.45,4.4,17713.0,23.34,74.5,0.08,2.08,274.5,0.0,5135.3,2000786.7,89718.12,11.2,14.78,469697.0,74.37,20.24,22.8,119.96,3000.0,0.0,1109274.1,2090504.83,0.0
Maldives,2007,967667.76,168699.36,100.0,100,1.0,8.78,8.78,6.89,2.11,4887.0,25.25,73.62,0.37,0.76,219.9,0.0,201.5,179616.72,44549.5,9.95,12.38,274287.0,73.41,22.87,53.45,155.19,3000.0,0.0,198380.2,224166.22,0.0
Mexico,2007,251007116.16,278044465.87,100.0,100,1.0,4.92,4.92,4.4,4.67,208688.0,36.07,61.09,0.57,2.27,3000.0,0.0,74177604.9,283588453.51,3836011.52,9.0,9.01,1273749.0,69.96,25.14,4.16,25.72,3000.0,0.0,160535636.31,287424465.03,0.0
Marshall Islands,2007,6703213.91,599534.03,100.0,100,,,,6.59,0.16,1198.0,33.97,64.52,0.0,1.5,160.5,0.0,0.0,68857.5,982020.1,8.43,4.58,89588.0,71.17,26.98,66.36,71.95,3000.0,0.0,109143.62,1050877.6,0.0
North Macedonia,2007,7100097.16,3596007.99,100.0,100,1.0,18.63,18.63,0.86,2.4,47098.0,7.18,87.08,0.24,5.5,913.91,0.0,280698.87,3807174.04,2400830.6,10.04,9.51,762028.0,70.61,23.14,12.52,88.69,3000.0,0.0,2512024.7,6208004.64,0.0
Mali,2007,2587928.81,509071.42,100.0,100,1.0,9.57,9.57,5.17,2.3,7868.0,17.86,81.79,0.13,0.23,315.93,0.0,208706.85,261804.34,71314.7,10.68,6.52,403800.0,70.99,22.75,45.36,275.88,3000.0,0.0,235711.2,333119.04,0.0
Malta,2007,8590413.89,5450837.95,100.0,100,1.0,6.09,6.09,6.09,2.21,11686.0,49.79,48.65,0.34,1.22,3000.0,0.0,579726.08,2663607.05,90611.14,9.44,3.98,414560.0,71.38,24.26,31.23,123.31,3000.0,0.0,726699.63,2754218.2,0.0
Myanmar,2007,5254363.52,4945485.86,100.0,100,,,,7.14,3.93,17778.0,62.76,33.02,0.46,3.76,754.3,0.0,111227.48,5655393.34,73318.26,11.49,8.7,448275.0,72.76,20.4,21.05,151.5,3000.0,0.0,2683685.68,5728711.6,0.0
Mongolia,2007,2317366.68,1971745.58,100.0,100,1.0,19.37,19.37,5.97,2.96,7441.0,33.25,62.24,0.42,4.1,754.3,0.0,35905.09,1527234.23,426541.88,10.74,4.68,319724.0,72.25,23.08,36.15,164.61,3000.0,0.0,198184.31,1953776.11,0.0
Northern Mariana Islands,2007,176486.95,15609.05,100.0,100,,,,7.08,9.34,1341.0,68.46,30.8,0.0,0.75,60.0,0.0,0.0,14540.64,1504.86,11.93,13.82,64816.0,77.82,20.0,19.99,85.68,2490.48,0.0,5037.18,16045.49,0.0
Montenegro,2007,3603499.67,646165.35,100.0,100,1.0,24.78,24.78,1.14,0.58,11576.0,5.87,85.68,0.22,8.23,350.0,0.0,21115.21,85127.82,1039971.85,10.02,5.23,461112.0,69.82,23.66,34.3,225.24,3000.0,0.0,183776.62,1125099.67,0.0
Mozambique,2007,4065538.95,3183663.82,100.0,100,1.0,3.1,3.1,5.56,3.71,7202.0,19.04,79.6,0.25,1.11,1636.23,0.0,812.06,1239980.63,3762037.69,9.23,6.69,422439.0,69.57,25.5,37.36,252.0,3000.0,0.0,1133036.56,5002018.32,0.0
Mauritania,2007,2289543.99,1857441.06,100.0,100,1.0,15.44,15.44,5.08,0.88,6663.0,14.74,83.96,0.0,1.31,227.63,0.0,0.0,891194.43,1736647.75,10.43,5.54,225056.0,71.3,23.47,20.49,156.01,3000.0,0.0,984860.41,2627842.18,0.0
Montserrat,2007,24387.28,3634.79,100.0,100,1.0,-0.96,-0.96,2.96,1.71,1428.0,22.48,77.38,0.07,0.07,80.0,0.0,0.63,995.34,3313.17,9.06,6.59,101410.0,71.89,24.15,66.74,214.43,3000.0,0.0,2155.52,4308.51,0.0
Mauritius,2007,4768657.2,2296166.19,100.0,100,1.0,3.47,3.47,3.86,15.24,30447.0,24.12,71.39,0.64,3.85,3000.0,0.0,11831.92,3558542.35,258042.93,9.93,20.92,836454.0,72.53,22.41,21.81,117.16,3000.0,0.0,1663701.51,3816585.28,0.0
